Cluster,Capybara_ID,ensmbl_CporID,gene_name,LR_codeml,Pval_codeml,LR_aBSREL,Pval_aBSREL
cluster12520,s4_001391-RA,ENSCPOP00000010221,SMARCD2,0,1,0,1
cluster12521,s3_001011-RA,ENSCPOP00000008208,FCMR,11.662658,0.00063767168048,9.02481586530212,0.00382428005347107
cluster12522,s9_000883-RA,ENSCPOP00000001304,PRPF39,0,1,0,1
cluster12523,s4_000708-RA,ENSCPOP00000011086,CCR7,0,1,0,1
cluster12524,s1_001020-RA,ENSCPOP00000018663,ARSI,0,1,0,1
cluster12525,s8_000721-RA,ENSCPOP00000015543,PNLDC1,7.341786,0.00673698720997,8.37739258230067,0.00530964738772477
cluster12526,s3_002292-RA,ENSCPOP00000004465,CD69,54.388708,1.64505453488e-13,47.0110210546322,1.99816274637499e-11
cluster12527,s10_000437-RA,ENSCPOP00000004206,MED10,0,1,0,1
cluster12528,s2_002681-RA,ENSCPOP00000000226,PPIB,0,1,0,1
cluster12529,s10_000376-RA,ENSCPOP00000019682,RXFP3,0,1,0,1
cluster12530,s6_000365-RA,ENSCPOP00000008596,ZWINT,58.648014,1.88558360381e-14,58.2440245970984,7.21644966006352e-14
cluster12531,s3_001718-RA,ENSCPOP00000018800,TAS2R40,0,1,0,1
cluster12532,s5_001126-RA,ENSCPOP00000016270,0,0,1,0,1
cluster12533,s6_001051-RA,ENSCPOP00000007353,KRTCAP3,0,1,0,1
cluster12534,s4_001314-RA,ENSCPOP00000013435,CS,0,1,0,1
cluster12536,s3_000019-RA,ENSCPOP00000009987,KLF10,1.161156,0.281225925184,0,1
cluster12538,s7_001344-RA,ENSCPOP00000018021,TXNDC9,0.0633760000001,0.801237473389,0,1
cluster12539,s1_001407-RA,ENSCPOP00000000355,RAB35,0,1,0,1
cluster12541,s2_001462-RA,ENSCPOP00000004067,TRAF6,0,1,0,1
cluster12542,s5_001427-RA,ENSCPOP00000012238,HACD3,62.87716,2.2000876394e-15,59.8058379510521,3.29736238313671e-14
cluster12543,s2_000530-RA,ENSCPOP00000011003,RAB31,12.539512,0.000398436343983,14.3627763607358,0.000258334018432893
cluster12544,s1_000461-RA,ENSCPOP00000004905,NKX3-2,0,1,0,1
cluster12545,s3_000726-RA,ENSCPOP00000017729,0,0,1,0,1
cluster12546,s10_000186-RA,ENSCPOP00000012802,SCN7A,0,1,0,1
cluster12547,s1_000446-RA,ENSCPOP00000001103,NCAPG,29.134402,6.75272088542e-08,31.1708332626477,5.5830492118325e-08
cluster12548,s3_001525-RA,ENSCPOP00000011734,NNMT,6.930292,0.00847478512515,5.99549185058549,0.0178383219662182
cluster12549,s4_001201-RA,ENSCPOP00000020852,NAT8L,0,1,0,1
cluster12550,s3_002159-RA,ENSCPOP00000017969,MED9,0.728762,0.393284767017,0.00020441818458039,0.497687867462243
cluster12551,s6_001807-RA,ENSCPOP00000004638,BCL2L12,5.703756,0.0169286486197,3.62207910092138,0.0604487447980332
cluster12554,s3_000185-RA,ENSCPOP00000008697,TMEM70,0,1,0,1
cluster12556,s8_002582-RA,ENSCPOP00000015170,SUMO3,0,1,0,1
cluster12557,s9_001021-RA,ENSCPOP00000003801,RRP12,0,1,0,1
cluster12558,s3_002723-RA,ENSCPOP00000015243,PTF1A,0,1,0,1
cluster12559,s3_001014-RA,ENSCPOP00000008040,IL19,-0.140942,1,0,1
cluster12560,s9_000120-RA,ENSCPOP00000012834,ASB4,96.821924,7.58515334992e-23,73.3439162207733,5.55111512312578e-17
cluster12561,s2_001244-RA,ENSCPOP00000020683,MMP23B,0,1,0,1
cluster12562,s6_000363-RA,ENSCPOP00000011674,CISD1,1.99999999495e-06,0.99887162121,0,1
cluster12563,s7_001513-RA,ENSCPOP00000012736,COX7A1,0,1,0,1
cluster12564,s1_001856-RA,ENSCPOP00000010205,0,0,1,0,1
cluster12565,s1_000103-RA,ENSCPOP00000013855,EHD4,0,1,0,1
cluster12566,s7_001210-RA,ENSCPOP00000001162,FOXD2,0,1,0,1
cluster12568,s8_000512-RA,ENSCPOP00000000210,CNRIP1,0,1,0,1
cluster12569,s4_001123-RA,ENSCPOP00000002243,IL27,9.460576,0.0020993513877,4.35351412615751,0.0414091464745725
cluster12570,s2_000948-RA,ENSCPOP00000015598,FBXO31,0,1,0,1
cluster12571,s10_001118-RA,ENSCPOP00000018227,NPY,20.979326,4.64266321606e-06,22.5374491222847,4.24197547432836e-06
cluster12572,s1_001966-RA,ENSCPOP00000010531,CCDC158,50.906286,9.68828192745e-13,46.4104854282887,2.69913535966282e-11
cluster12573,s3_002191-RA,ENSCPOP00000017299,TOR4A,0,1,0,1
cluster12574,s7_001100-RA,ENSCPOP00000002438,0,0,1,0,1
cluster12575,s9_000705-RA,ENSCPOP00000011041,AQP3,4.923044,0.0265007855705,7.07316122964858,0.0102987529730078
cluster12576,s10_001165-RA,ENSCPOP00000003457,SCN4B,25.837526,3.71397113509e-07,19.1157285842828,2.36535899436618e-05
cluster12577,s2_000051-RA,ENSCPOP00000000598,LUM,0,1,0,1
cluster12578,s7_002033-RA,ENSCPOP00000012717,FOXK1,-0.00572800000009,1,0,1
cluster12579,s10_000840-RA,ENSCPOP00000007301,LRP5,16.778186,4.20135103972e-05,22.3339142199111,4.69832210525656e-06
cluster12581,s6_001084-RA,ENSCPOP00000020318,SRD5A2,0,1,0,1
cluster12582,s7_001280-RA,ENSCPOP00000019733,LEXM,2.91103,0.0879756726771,2.16830091045631,0.129633054165758
cluster12583,s9_001249-RA,ENSCPOP00000015023,MEX3A,0,1,0,1
cluster12584,s4_000459-RA,ENSCPOP00000008099,CTR9,35.797276,2.18953816482e-09,40.7024367701451,4.70663730212095e-10
cluster12585,s6_000092-RA,ENSCPOP00000013924,SAYSD1,92.583798,6.45335916744e-22,78.7307456106482,0
cluster12586,s7_002076-RA,ENSCPOP00000020019,FADS6,47.151532,6.57052754392e-12,36.2165789339415,4.4531922038793e-09
cluster12587,s10_001304-RA,ENSCPOP00000009459,MYLK2,9.321824,0.00226440468489,17.3842497447704,5.64777784403669e-05
cluster12588,s6_000345-RA,ENSCPOP00000010101,C10orf107,0,1,0,1
cluster12589,s1_000044-RA,ENSCPOP00000002222,SPRED1,0,1,0,1
cluster12590,s5_001357-RA,ENSCPOP00000009106,Trpv1,36.317916,1.67615918508e-09,28.9586420082742,1.69253734749741e-07
cluster12591,s10_001346-RA,ENSCPOP00000015081,ACTL10,0,1,0,1
cluster12592,s8_000998-RA,ENSCPOP00000016609,0,58.006316,2.61277547451e-14,57.227885077591,1.20070620113211e-13
cluster12593,s2_000503-RA,ENSCPOP00000014235,EMILIN2,81.857806,1.46238205932e-19,28.4278013780249,2.20871726130944e-07
cluster12595,s6_000772-RA,ENSCPOP00000009344,GPATCH3,0,1,1.56696729533451,0.179173156005316
cluster12596,s8_000369-RA,ENSCPOP00000005734,ATOH8,0,1,0,1
cluster12597,s6_000542-RA,ENSCPOP00000004991,LCA5,84.5139,3.81523121189e-20,74.220949291097,5.55111512312578e-17
cluster12598,s6_000038-RA,ENSCPOP00000017075,ZBTB22,5.42721,0.0198253284201,2.36993159295253,0.116465485503467
cluster12600,s3_002373-RA,ENSCPOP00000007635,0,0,1,0,1
cluster12601,s6_000282-RA,ENSCPOP00000018435,CHST3,0.966092,0.325656760501,0.30680202298845,0.3732655521015
cluster12602,s3_000085-RA,ENSCPOP00000002772,MATN2,3.000518,0.083237899456,10.3139340517741,0.00199180122965992
cluster12603,s3_002579-RA,ENSCPOP00000016600,SMTNL1,0,1,0,1
cluster12604,s2_002050-RA,ENSCPOP00000000545,C16orf71,0,1,0,1
cluster12605,s8_002651-RA,ENSCPOP00000005261,SNAPIN,0,1,0,1
cluster12606,s1_001971-RA,ENSCPOP00000011196,CXCL11,0.070388,0.790772688287,0,1
cluster12610,s1_001716-RA,ENSCPOP00000016805,0,0,1,0,1
cluster12611,s7_002017-RA,ENSCPOP00000019855,PRSS16,10.914608,0.000954089029753,7.34385402604221,0.00897407541782735
cluster12612,s8_000465-RA,ENSCPOP00000018984,RAB11FIP5,1.505748,0.219789052037,0,1
cluster12613,s7_001681-RA,ENSCPOP00000013672,HEATR6,12.773122,0.000351635466716,16.7265978926998,7.86163489394642e-05
cluster12614,s4_001928-RA,ENSCPOP00000015308,0,0,1,0,1
cluster12615,s2_000153-RA,ENSCPOP00000006665,SEC62,25.514272,4.39122593041e-07,30.3199864620772,8.55289915557833e-08
cluster12616,s1_000474-RA,ENSCPOP00000007631,HSPA14,0,1,0,1
cluster12617,s3_001836-RA,ENSCPOP00000017636,ALDOC,44.862538,2.11363144059e-11,44.4785007080163,7.10208558629688e-11
cluster12618,s6_001048-RA,ENSCPOP00000015867,ZNF513,0,1,0,1
cluster12619,s10_001638-RA,ENSCPOP00000008760,CYP20A1,0,1,0,1
cluster12621,s2_000089-RA,ENSCPOP00000003907,CSRP2,0,1,0,1
cluster12622,s5_000349-RA,ENSCPOP00000003992,NAA38,0,1,0,1
cluster12623,s8_001584-RA,ENSCPOP00000017812,ZBTB42,0,1,0,1
cluster12624,s9_001024-RA,ENSCPOP00000020664,0,0,1,0,1
cluster12625,s6_000073-RA,ENSCPOP00000005024,RPL10A,0,1,0,1
cluster12626,s3_000716-RA,ENSCPOP00000001816,DDX27,0,1,0,1
cluster12627,s7_000700-RA,ENSCPOP00000007533,SRP9,26.580058,2.52840143125e-07,24.5066311260057,1.5788925581961e-06
cluster12628,s2_002333-RA,ENSCPOP00000004160,TMCO2,12.532714,0.000399888548132,11.1330474134734,0.00131673125391041
cluster12629,s2_001473-RA,ENSCPOP00000002804,APIP,0,1,0,1
cluster12631,s2_001671-RA,ENSCPOP00000003642,SAMD5,0.445164,0.504640485638,0,1
cluster12632,s7_000171-RA,ENSCPOP00000006654,RARS,0,1,0,1
cluster12633,s7_000143-RA,ENSCPOP00000010956,ERGIC1,24.905686,6.02045929718e-07,26.1518788934663,6.91629011062567e-07
cluster12634,s6_001518-RA,ENSCPOP00000020718,MYL10,32.887632,9.76424971628e-09,29.0629676273611,1.60627578682515e-07
cluster12635,s8_001509-RA,ENSCPOP00000010090,Kcne1,0,1,0,1
cluster12637,s9_001447-RA,ENSCPOP00000006092,0,10.374952,0.0012773646809,10.3161794518728,0.00198954150291014
cluster12638,s8_002704-RA,ENSCPOP00000001886,XYLT1,0,1,0,1
cluster12639,s6_000945-RA,ENSCPOP00000019510,H2AFZ,0,1,0,1
cluster12640,s6_000278-RA,ENSCPOP00000001511,DDIT4,0,1,0,1
cluster12641,s7_001847-RA,ENSCPOP00000013742,CACNG7,0,1,0,1
cluster12643,s7_001165-RA,ENSCPOP00000021098,SIX6,0,1,0,1
cluster12644,s2_000387-RA,ENSCPOP00000010373,DNASE2B,19.015446,1.29664582205e-05,14.2783636225213,0.000269553655783516
cluster12645,s10_001837-RA,ENSCPOP00000009165,FAM171A2,0,1,0,1
cluster12646,s2_000008-RA,ENSCPOP00000016790,ACTR6,19.85238,8.36585101767e-06,18.6335961041696,3.0138479494124e-05
cluster12647,s9_000029-RA,ENSCPOP00000018302,0,15.66494,7.56128944105e-05,15.7945096363086,0.000125650229350405
cluster12648,s6_000016-RA,ENSCPOP00000000649,PSMB8,0,1,0,1
cluster12649,s3_000054-RA,ENSCPOP00000004945,KCNV1,0,1,0,1
cluster12650,s10_002090-RA,ENSCPOP00000010800,SPTY2D1,6.125608,0.0133237457059,9.06845104629429,0.00374067998347449
cluster12651,s1_001424-RA,ENSCPOP00000016590,RFC5,40.477004,1.9894377374e-10,55.6079557661897,2.70061750740069e-13
cluster12652,s9_001015-RA,ENSCPOP00000006064,ANKRD2,20.139912,7.19788739088e-06,14.3651669366859,0.000258023179737943
cluster12653,s6_000206-RA,ENSCPOP00000000862,CDC5L,29.243408,6.38330207464e-08,30.1530801547988,9.29936965210487e-08
cluster12654,s10_001852-RA,ENSCPOP00000002371,NAGS,0,1,0,1
cluster12655,s3_000272-RA,ENSCPOP00000014463,DPPA2,0.158025999999,0.690980471259,0,1
cluster12656,s7_001906-RA,ENSCPOP00000014807,LENG9,0,1,0,1
cluster12657,s8_001248-RA,ENSCPOP00000014193,PTGFRN,0,1,0,1
cluster12658,s2_001748-RA,ENSCPOP00000008820,FRRS1L,0,1,0,1
cluster12659,s3_000817-RA,ENSCPOP00000021126,MRGBP,0,1,0,1
cluster12660,s2_001391-RA,ENSCPOP00000016305,PRDM8,1.126746,0.288470488736,0,1
cluster12661,s6_001346-RA,ENSCPOP00000011338,ARL6IP1,0,1,0,1
cluster12662,s7_000488-RA,ENSCPOP00000008251,WDR55,3.994972,0.0456362106986,2.09949770305502,0.134477201380112
cluster12663,s7_002255-RA,ENSCPOP00000002096,DHPS,0,1,0,1
cluster12665,s1_000177-RA,ENSCPOP00000013232,WHAMM,0,1,0,1
cluster12666,s1_000157-RA,ENSCPOP00000017889,MESDC1,-5.99999975748e-06,1,0,1
cluster12667,s9_000606-RA,ENSCPOP00000017150,SHB,71.063978,3.45826791565e-17,42.6797221607858,1.74829151156075e-10
cluster12668,s1_000648-RA,ENSCPOP00000015840,SPTSSB,16.135544,5.89669140639e-05,11.6730809916614,0.00100249878686365
cluster12670,s3_000901-RA,ENSCPOP00000000110,GALR1,129.220214,6.06965029993e-30,73.6352366190067,5.55111512312578e-17
cluster12671,s10_001174-RA,ENSCPOP00000011851,UBE4A,42.39697,7.45053754769e-11,38.4114937698396,1.48285655976466e-09
cluster12672,s7_002165-RA,ENSCPOP00000001098,Tgfb1,0,1,0,1
cluster12673,s6_000596-RA,ENSCPOP00000007566,ORAI3,0,1,0,1
cluster12674,s4_000062-RA,ENSCPOP00000008882,FOXH1,32.292368,1.32633266867e-08,33.6641273993594,1.60008651328702e-08
cluster12675,s1_001972-RA,ENSCPOP00000001852,CXCL10,3.384066,0.065829466672,4.44253602139315,0.0395522715711131
cluster12676,s6_001968-RA,ENSCPOP00000008715,TMEM86B,0,1,2.44233581607341,0.112085719600513
cluster12677,s3_000186-RA,ENSCPOP00000000688,0,6.20753,0.0127208003248,7.50188381291173,0.00828137123132877
cluster12678,s3_001500-RA,ENSCPOP00000017354,PIH1D2,116.664622,3.39956765779e-27,105.594685572195,0
cluster12679,s5_000343-RA,ENSCPOP00000001343,GUCY2D,23.236266,1.43269927406e-06,16.4535756362366,9.01893727613956e-05
cluster12680,s1_000334-RA,ENSCPOP00000020358,0,0,1,0,1
cluster12681,s1_001060-RA,ENSCPOP00000011092,LARS,50.747142,1.05065447474e-12,42.7337079202043,1.70165548318835e-10
cluster12682,s4_001917-RA,ENSCPOP00000000262,NR2C2AP,0,1,0,1
cluster12683,s10_000602-RA,ENSCPOP00000014317,NINJ1,2.601012,0.10679550171,3.98068279297513,0.0501996103938898
cluster12684,s3_001707-RA,ENSCPOP00000007063,0,7.309376,0.00685957428193,5.70509206141242,0.0206923240707999
cluster12685,s8_001258-RA,ENSCPOP00000000543,WARS2,0,1,0,1
cluster12686,s3_002748-RA,ENSCPOP00000005646,BRF2,0,1,0,1
cluster12687,s6_001633-RA,ENSCPOP00000009803,PCK2,0,1,0,1
cluster12690,s3_002333-RA,ENSCPOP00000019041,0,0.0286100000003,0.865682662087,0,1
cluster12691,s10_001486-RA,ENSCPOP00000003706,PNN,0,1,0,1
cluster12692,s1_001337-RA,ENSCPOP00000013166,CHCHD10,0,1,0,1
cluster12693,s10_001049-RA,ENSCPOP00000005040,SLC35B4,24.753538,6.5149103096e-07,13.7223186071983,0.000356693807294472
cluster12694,s3_001198-RA,ENSCPOP00000003048,POU3F4,0,1,0,1
cluster12695,s1_001037-RA,ENSCPOP00000018228,GRPEL2,0.0607319999999,0.805342703116,0,1
cluster12696,s8_001064-RA,ENSCPOP00000003033,RP1L1,0,1,2.60713827768632,0.10274496329787
cluster12697,s6_002080-RA,ENSCPOP00000001841,0,25.589958,4.22231063328e-07,16.9895955650388,6.88759275416784e-05
cluster12698,s1_001277-RA,ENSCPOP00000000072,ROBO3,207.56647,4.66452573307e-47,170.975098355157,0
cluster12699,s1_000433-RA,ENSCPOP00000018053,LGI2,0.0451899999998,0.831655043007,0,1
cluster12700,s5_001034-RA,ENSCPOP00000012490,RAC3,33.785564,6.15337852323e-09,33.6414439298274,1.61837990231284e-08
cluster12701,s10_000073-RA,ENSCPOP00000011672,ZC3H15,92.089866,8.28284410167e-22,79.3126057512927,0
cluster12702,s9_001005-RA,ENSCPOP00000004616,GOLGA7B,0,1,0,1
cluster12703,s3_000635-RA,ENSCPOP00000013752,R3HDML,0,1,0,1
cluster12704,s10_002002-RA,ENSCPOP00000021042,METTL12,0.924188,0.336377737641,0,1
cluster12705,s9_000421-RA,ENSCPOP00000010346,Gnai3,0,1,0,1
cluster12706,s2_000991-RA,ENSCPOP00000020853,GALNS,81.392176,1.85089250582e-19,62.8678980262166,7.16093850883226e-15
cluster12707,s6_000246-RA,ENSCPOP00000002504,COMTD1,0,1,0,1
cluster12708,s6_000659-RA,ENSCPOP00000007075,HSPA13,12.973144,0.000315990947347,16.1731749057699,0.000103852729966159
cluster12709,s10_001162-RA,ENSCPOP00000010682,IL10RA,3.12582,0.0770610927738,2.63468804282638,0.101264244289007
cluster12710,s2_000588-RA,ENSCPOP00000019790,YLPM1,146.556178,9.81191763644e-34,130.371739136643,0
cluster12711,s8_000047-RA,ENSCPOP00000003433,FBXW7,0,1,0,1
cluster12712,s10_000025-RA,ENSCPOP00000007997,STK17B,56.739958,4.97424555359e-14,64.9139744169042,2.55351295663786e-15
cluster12713,s5_000717-RA,ENSCPOP00000001143,FAM234B,98.35003,3.50595500883e-23,92.1971149117026,0
cluster12714,s1_000298-RA,ENSCPOP00000019404,NDN,0.342338,0.55848278289,0,1
cluster12715,s10_001509-RA,ENSCPOP00000019530,ISX,27.256434,1.78181218489e-07,42.7210064524606,1.71251512970372e-10
cluster12716,s1_000583-RA,ENSCPOP00000013832,ALDH9A1,0,1,0,1
cluster12717,s2_002198-RA,ENSCPOP00000002514,ZMYND10,0,1,0,1
cluster12718,s1_001639-RA,ENSCPOP00000007991,LPCAT3,0,1,0,1
cluster12719,s6_001861-RA,ENSCPOP00000007952,CAVIN3,0,1,0,1
cluster12720,s1_000485-RA,ENSCPOP00000004482,BAMBI,0,1,0,1
cluster12721,s6_000910-RA,ENSCPOP00000005552,ADPRHL2,0,1,0,1
cluster12722,s8_000305-RA,ENSCPOP00000008347,RNF165,0,1,0,1
cluster12723,s10_000701-RA,ENSCPOP00000019376,SAC3D1,0,1,0,1
cluster12724,s1_000911-RA,ENSCPOP00000011236,RAB38,0,1,0,1
cluster12725,s1_000531-RA,ENSCPOP00000008089,ITGB1,92.717952,6.03040797635e-22,92.6494468465535,0
cluster12726,s4_000367-RA,ENSCPOP00000018988,0,15.988364,6.37330015843e-05,15.9090180803209,0.000118614930932515
cluster12727,s6_001510-RA,ENSCPOP00000000151,SERPINE1,12.705358,0.000364609378502,7.5472094872639,0.00809279640241783
cluster12728,s8_002303-RA,ENSCPOP00000012749,Ebp,1.036246,0.308696163087,1.27608606680178,0.210223205477651
cluster12729,s7_001295-RA,ENSCPOP00000021144,JUN,0,1,0,1
cluster12730,s2_002157-RA,ENSCPOP00000009607,SH3BP1,0,1,0,1
cluster12732,s4_000297-RA,ENSCPOP00000016027,ACADSB,0,1,0,1
cluster12733,s9_000045-RA,ENSCPOP00000006687,DACH1,130.562334,3.08685037908e-30,131.424174347524,0
cluster12734,s4_001794-RA,ENSCPOP00000019899,0,0.440436,0.506912091781,0,1
cluster12735,s7_001818-RA,ENSCPOP00000020656,UCK1,0,1,0,1
cluster12736,s10_001515-RA,ENSCPOP00000013027,RTCB,0,1,0,1
cluster12737,s10_002228-RA,ENSCPOP00000016138,TNNI3,0,1,0,1
cluster12738,s10_001176-RA,ENSCPOP00000020099,TTC36,0,1,0.00173722987574365,0.493090273920176
cluster12739,s1_001615-RA,ENSCPOP00000011063,Acrbp,0,1,0,1
cluster12740,s5_000310-RA,ENSCPOP00000015147,RCVRN,0,1,0,1
cluster12741,s3_001469-RA,ENSCPOP00000005362,KDELC2,39.05682,4.11648590712e-10,32.9008698058133,2.34569159651699e-08
cluster12742,s2_001393-RA,ENSCPOP00000014141,BMP3,0,1,0,1
cluster12743,s6_001654-RA,ENSCPOP00000017401,LTB4R2,0,1,0,1
cluster12744,s8_000964-RA,ENSCPOP00000008510,SLC5A12,21.505532,3.52809417302e-06,19.3613402353385,2.09073849226082e-05
cluster12745,s3_000177-RA,ENSCPOP00000010456,HNF4G,2.944626,0.0861636423275,2.44281779021367,0.112057148028763
cluster12746,s10_002121-RA,ENSCPOP00000013639,TRIM65,0,1,0,1
cluster12747,s3_002205-RA,ENSCPOP00000008756,LRRC26,33.464646,7.25712234754e-09,28.957227755946,1.69373800706918e-07
cluster12748,s2_002055-RA,ENSCPOP00000014093,SEC14L5,0,1,0,1
cluster12749,s4_001770-RA,ENSCPOP00000000235,0,4.48071,0.0342794775772,6.39870418072633,0.0145206606424564
cluster12750,s10_001561-RA,ENSCPOP00000006579,SPIC,0.488578,0.484562312657,0,1
cluster12751,s9_000490-RA,ENSCPOP00000009170,Opn1sw,3.667084,0.055497198789,5.94438462682774,0.0183101371516497
cluster12752,s8_000834-RA,ENSCPOP00000007269,MTFR2,9.001802,0.00269713533171,15.5141861609245,0.000144687096065132
cluster12753,s10_000310-RA,ENSCPOP00000003737,LYPD1,0,1,0,1
cluster12754,s4_000805-RA,ENSCPOP00000017699,SNF8,43.815838,3.60773688952e-11,21.4029194468139,7.49802377858488e-06
cluster12755,s4_000490-RA,ENSCPOP00000002645,NEUROD4,0,1,0,1
cluster12756,s7_000122-RA,ENSCPOP00000017938,NOP16,0,1,0,1
cluster12757,s8_002183-RA,ENSCPOP00000001071,PSMB1,0,1,5.17877319292666,0.0270927139629942
cluster12758,s6_001134-RA,ENSCPOP00000016312,0,0,1,0,1
cluster12759,s6_000135-RA,ENSCPOP00000006477,Pgc,43.904962,3.44713848649e-11,44.0561743603184,8.77480310634837e-11
cluster12760,s6_000862-RA,ENSCPOP00000013834,ZBTB8OS,32.791654,1.02584340833e-08,26.9861791829178,4.55122821041431e-07
cluster12761,s9_000745-RA,ENSCPOP00000019355,RTL4,75.640736,3.40268661876e-18,42.4398113102393,1.97149907510408e-10
cluster12763,s8_000778-RA,ENSCPOP00000005890,CALML5,5.7451,0.0165347142211,1.49060183714255,0.186802060503072
cluster12764,s7_001587-RA,ENSCPOP00000010211,0,38.615194,5.16155440229e-10,39.8992811937005,7.0376332539368e-10
cluster12765,s3_000836-RA,ENSCPOP00000015380,GMEB2,149.928632,1.79704561951e-34,131.2051911419,0
cluster12767,s9_000725-RA,ENSCPOP00000013582,0,0,1,0,1
cluster12768,s6_001311-RA,ENSCPOP00000009551,CPPED1,0,1,0,1
cluster12769,s10_000551-RA,ENSCPOP00000012798,0,59.518752,1.21134358566e-14,64.1414066106172,3.77475828372553e-15
cluster12770,s8_002292-RA,ENSCPOP00000008213,ELK1,0,1,0,1
cluster12771,s10_000657-RA,ENSCPOP00000001710,NAA40,44.818514,2.16169067904e-11,47.2325357880236,1.78838055475694e-11
cluster12772,s3_000246-RA,ENSCPOP00000000449,ZBTB11,0,1,0,1
cluster12773,s6_000144-RA,ENSCPOP00000003973,BYSL,0,1,0,1
cluster12774,s6_001222-RA,ENSCPOP00000016862,SLC18A3,0,1,0,1
cluster12775,s4_001058-RA,ENSCPOP00000012995,METTL9,0,1,0,1
cluster12776,s1_002054-RA,ENSCPOP00000009440,VDAC3,0.0529160000001,0.818064743792,0,1
cluster12777,s1_002017-RA,ENSCPOP00000001357,ALKAL2,16.80183,4.14932694768e-05,18.3536365100441,3.4692078798082e-05
cluster12778,s8_000466-RA,ENSCPOP00000016829,EMX1,0,1,0,1
cluster12779,s10_001990-RA,ENSCPOP00000012741,ASRGL1,1.05725,0.303843235183,0,1
cluster12780,s1_001247-RA,ENSCPOP00000012934,DCPS,0.81819,0.365709899287,0,1
cluster12781,s6_000709-RA,ENSCPOP00000017848,ID3,0,1,0,1
cluster12782,s1_001399-RA,ENSCPOP00000005790,COX6A1,0,1,0,1
cluster12783,s8_001212-RA,ENSCPOP00000001166,DCLRE1B,3.486534,0.0618699944309,3.89577732822363,0.0524539597824365
cluster12784,s4_000034-RA,ENSCPOP00000019053,EXOSC4,25.799054,3.78874122409e-07,19.7952438873431,1.68121805803057e-05
cluster12785,s7_001217-RA,ENSCPOP00000012508,BEND5,0,1,0,1
cluster12787,s1_001595-RA,ENSCPOP00000016314,NTF3,0,1,0,1
cluster12788,s4_000017-RA,ENSCPOP00000000043,PYCR3,0.202652,0.65258869005,0,1
cluster12789,s1_001202-RA,ENSCPOP00000006710,ERO1A,73.739202,8.9150637313e-18,78.9715114184464,0
cluster12790,s3_001891-RA,ENSCPOP00000010714,TEFM,0,1,0,1
cluster12791,s5_000338-RA,ENSCPOP00000011612,ALOXE3,0,1,0,1
cluster12792,s7_001101-RA,ENSCPOP00000002435,ARG2,132.849536,9.75304246212e-31,119.431155606297,0
cluster12793,s3_001453-RA,ENSCPOP00000016646,RGS21,42.229844,8.11521054453e-11,31.7482341671346,4.17996845469837e-08
cluster12794,s7_002038-RA,ENSCPOP00000001605,GNA12,36.928742,1.22526334111e-09,35.3868017329532,6.74895622720939e-09
cluster12795,s6_000039-RA,ENSCPOP00000006111,DAXX,0,1,0,1
cluster12796,s8_002147-RA,ENSCPOP00000021196,UBXN10,95.112486,1.79868654849e-22,60.3712570810876,2.49245069028348e-14
cluster12797,s2_001328-RA,ENSCPOP00000014185,SCAMP5,0,1,0,1
cluster12798,s4_000509-RA,ENSCPOP00000008481,HOXC5,0,1,0,1
cluster12799,s7_000802-RA,ENSCPOP00000008796,SCCPDH,1.198354,0.273650908998,7.15434941965395,0.00988201827434027
cluster12800,s3_001747-RA,ENSCPOP00000013371,MNT,0,1,0,1
cluster12802,s2_001884-RA,ENSCPOP00000014676,WFIKKN1,0,1,0,1
cluster12803,s4_001019-RA,ENSCPOP00000004895,KMT5A,3.9999999899e-06,0.998404231944,0,1
cluster12804,s10_001190-RA,ENSCPOP00000011964,CCDC84,0,1,0,1
cluster12805,s4_000212-RA,ENSCPOP00000013217,COPB2,0,1,0,1
cluster12806,s2_000039-RA,ENSCPOP00000009119,NDUFA12,26.955802,2.08161347052e-07,14.6970554252639,0.000218310439056124
cluster12807,s8_000028-RA,ENSCPOP00000007926,FGB,0,1,0,1
cluster12808,s4_001315-RA,ENSCPOP00000013434,COQ10A,0,1,0,1
cluster12809,s1_000297-RA,ENSCPOP00000017394,0,0,1,0,1
cluster12810,s5_000974-RA,ENSCPOP00000005046,CBX2,81.84478,1.47205206459e-19,79.50793789621,0
cluster12811,s3_000399-RA,ENSCPOP00000002599,CX3CR1,0,1,0,1
cluster12812,s10_000761-RA,ENSCPOP00000018839,TMEM151A,0,1,0,1
cluster12814,s4_001878-RA,ENSCPOP00000021044,CCDC182,2.020122,0.155226669509,2.94834485588808,0.0858835528462264
cluster12815,s6_001318-RA,ENSCPOP00000014291,BFAR,0,1,0,1
cluster12816,s3_000764-RA,ENSCPOP00000011503,RBM38,0,1,0,1
cluster12817,s4_001728-RA,ENSCPOP00000002065,CLDN5,0,1,0,1
cluster12818,s6_001793-RA,ENSCPOP00000006116,SLC17A7,0,1,0,1
cluster12819,s7_002211-RA,ENSCPOP00000017985,0,0,1,0,1
cluster12820,s7_000835-RA,ENSCPOP00000009972,PRDX6,8.581414,0.00339611542701,9.21097022893355,0.00348019369027169
cluster12821,s6_001335-RA,ENSCPOP00000012375,GDE1,0.00591199999963,0.938711425829,0,1
cluster12822,s8_002135-RA,ENSCPOP00000001044,RNF186,0.0636099999997,0.800878571404,0,1
cluster12823,s6_001594-RA,ENSCPOP00000013061,LRP10,0,1,0,1
