ORTHOGROUP,CAPYBARA ID,GUINEA PIG ID,RAT ID
OG0010477,s8_002758-RA,ENSCPOP00000010648,ENSRNOP00000008473
OG0010478,s8_002760-RA,ENSCPOP00000006153,ENSRNOP00000008698
OG0010479,s8_000351-RA,ENSCPOP00000009969,ENSRNOP00000009184
OG0010480,s8_000355-RA,ENSCPOP00000019634,ENSRNOP00000009516
OG0010481,s8_000356-RA,ENSCPOP00000001558,ENSRNOP00000032033
OG0010482,s8_000358-RA,ENSCPOP00000001554,ENSRNOP00000010253
OG0010483,s8_000361-RA,ENSCPOP00000011147,ENSRNOP00000061062
OG0010484,s8_000362-RA,ENSCPOP00000011145,ENSRNOP00000012021
OG0010485,s8_000366-RA,ENSCPOP00000011112,ENSRNOP00000013587
OG0010486,s8_000369-RA,ENSCPOP00000005734,ENSRNOP00000014277
OG0010487,s8_000371-RA,ENSCPOP00000008360,ENSRNOP00000015563
OG0010488,s8_000372-RA,ENSCPOP00000016226,ENSRNOP00000015807
OG0010489,s8_000373-RA,ENSCPOP00000018106,ENSRNOP00000073089
OG0010490,s8_000374-RA,ENSCPOP00000001747,ENSRNOP00000016699
OG0010491,s8_000375-RA,ENSCPOP00000017037,ENSRNOP00000016984
OG0010492,s8_000376-RA,ENSCPOP00000001273,ENSRNOP00000017301
OG0010493,s8_000377-RA,ENSCPOP00000001387,ENSRNOP00000017928
OG0010494,s8_000380-RA,ENSCPOP00000011000,ENSRNOP00000018252
OG0010495,s8_000381-RA,ENSCPOP00000007180,ENSRNOP00000018562
OG0010496,s8_000383-RA,ENSCPOP00000020219,ENSRNOP00000019571
OG0010497,s8_000385-RA,ENSCPOP00000017421,ENSRNOP00000019713
OG0010498,s8_000386-RA,ENSCPOP00000013058,ENSRNOP00000020005
OG0010499,s8_000396-RA,ENSCPOP00000002733,ENSRNOP00000007624
OG0010500,s8_000402-RA,ENSCPOP00000017450,ENSRNOP00000007993
OG0010501,s8_000407-RA,ENSCPOP00000010825,ENSRNOP00000034217
OG0010502,s8_000410-RA,ENSCPOP00000002018,ENSRNOP00000009104
OG0010503,s8_000411-RA,ENSCPOP00000014337,ENSRNOP00000009308
OG0010504,s8_000412-RA,ENSCPOP00000007069,ENSRNOP00000009321
OG0010505,s8_000415-RA,ENSCPOP00000014854,ENSRNOP00000058863
OG0010506,s8_000420-RA,ENSCPOP00000018524,ENSRNOP00000010020
OG0010507,s8_000421-RA,ENSCPOP00000017462,ENSRNOP00000074073
OG0010508,s8_000422-RA,ENSCPOP00000011455,ENSRNOP00000030076
OG0010509,s8_000423-RA,ENSCPOP00000018394,ENSRNOP00000010602
OG0010510,s8_000436-RA,ENSCPOP00000001525,ENSRNOP00000013311
OG0010511,s8_000440-RA,ENSCPOP00000011427,ENSRNOP00000014603
OG0010512,s8_000442-RA,ENSCPOP00000001327,ENSRNOP00000030813
OG0010513,s8_000443-RA,ENSCPOP00000006180,ENSRNOP00000015296
OG0010514,s8_000458-RA,ENSCPOP00000010989,ENSRNOP00000021097
OG0010515,s8_000459-RA,ENSCPOP00000011756,ENSRNOP00000074927
OG0010516,s8_000460-RA,ENSCPOP00000017806,ENSRNOP00000021030
OG0010517,s8_000461-RA,ENSCPOP00000011754,ENSRNOP00000064676
OG0010518,s8_000462-RA,ENSCPOP00000011750,ENSRNOP00000020909
OG0010519,s8_000463-RA,ENSCPOP00000019789,ENSRNOP00000054325
OG0010520,s8_000466-RA,ENSCPOP00000016829,ENSRNOP00000020786
OG0010521,s8_000467-RA,ENSCPOP00000016491,ENSRNOP00000020749
OG0010522,s8_000469-RA,ENSCPOP00000005814,ENSRNOP00000020505
OG0010523,s8_000472-RA,ENSCPOP00000009071,ENSRNOP00000019617
OG0010524,s8_000474-RA,ENSCPOP00000011983,ENSRNOP00000019399
OG0010525,s8_000475-RA,ENSCPOP00000011979,ENSRNOP00000039247
OG0010526,s8_000476-RA,ENSCPOP00000017940,ENSRNOP00000063367
OG0010527,s8_000477-RA,ENSCPOP00000009386,ENSRNOP00000033393
OG0010528,s8_000481-RA,ENSCPOP00000018301,ENSRNOP00000018128
OG0010529,s8_000482-RA,ENSCPOP00000008370,ENSRNOP00000017643
OG0010530,s8_000483-RA,ENSCPOP00000017115,ENSRNOP00000021272
OG0010531,s8_000484-RA,ENSCPOP00000005136,ENSRNOP00000021491
OG0010532,s8_000485-RA,ENSCPOP00000008757,ENSRNOP00000054248
OG0010533,s8_000487-RA,ENSCPOP00000018727,ENSRNOP00000022014
OG0010534,s8_000489-RA,ENSCPOP00000002389,ENSRNOP00000022532
OG0010535,s8_000490-RA,ENSCPOP00000007485,ENSRNOP00000023102
OG0010536,s8_000491-RA,ENSCPOP00000001086,ENSRNOP00000023654
OG0010537,s8_000494-RA,ENSCPOP00000006459,ENSRNOP00000023856
OG0010538,s8_000499-RA,ENSCPOP00000004241,ENSRNOP00000024884
OG0010539,s8_000501-RA,ENSCPOP00000012776,ENSRNOP00000012218
OG0010540,s8_000503-RA,ENSCPOP00000016832,ENSRNOP00000054164
OG0010541,s8_000504-RA,ENSCPOP00000021103,ENSRNOP00000012365
OG0010542,s8_000505-RA,ENSCPOP00000015731,ENSRNOP00000012645
OG0010543,s8_000508-RA,ENSCPOP00000003188,ENSRNOP00000043929
OG0010544,s8_000510-RA,ENSCPOP00000012417,ENSRNOP00000034586
OG0010545,s8_000512-RA,ENSCPOP00000000210,ENSRNOP00000007104
OG0010546,s8_000515-RA,ENSCPOP00000009080,ENSRNOP00000031351
OG0010547,s8_000514-RA,ENSCPOP00000009096,ENSRNOP00000007824
OG0010548,s8_000516-RA,ENSCPOP00000006071,ENSRNOP00000008057
OG0010549,s8_000518-RA,ENSCPOP00000011472,ENSRNOP00000008135
OG0010550,s10_001957-RA,ENSCPOP00000012235,ENSRNOP00000024141
OG0010551,s10_001956-RA,ENSCPOP00000004671,ENSRNOP00000023962
OG0010552,s10_001955-RA,ENSCPOP00000002161,ENSRNOP00000023914
OG0010553,s10_001954-RA,ENSCPOP00000019042,ENSRNOP00000056879
OG0010554,s10_001953-RA,ENSCPOP00000009401,ENSRNOP00000023149
OG0010555,s10_001948-RA,ENSCPOP00000004301,ENSRNOP00000022368
OG0010556,s10_001946-RA,ENSCPOP00000004304,ENSRNOP00000039407
OG0010557,s10_001943-RA,ENSCPOP00000005275,ENSRNOP00000048651
OG0010558,s10_001941-RA,ENSCPOP00000005283,ENSRNOP00000062962
OG0010559,s5_000261-RA,ENSCPOP00000015394,ENSRNOP00000066878
OG0010560,s5_000260-RA,ENSCPOP00000010799,ENSRNOP00000000149
OG0010561,s5_000256-RA,ENSCPOP00000008860,ENSRNOP00000030214
OG0010562,s5_000252-RA,ENSCPOP00000007108,ENSRNOP00000018649
OG0010563,s5_000249-RA,ENSCPOP00000013134,ENSRNOP00000018310
OG0010564,s5_000248-RA,ENSCPOP00000015410,ENSRNOP00000022108
OG0010565,s5_000247-RA,ENSCPOP00000009262,ENSRNOP00000021670
OG0010566,s5_000245-RA,ENSCPOP00000009288,ENSRNOP00000031060
OG0010567,s5_000243-RA,ENSCPOP00000000107,ENSRNOP00000040925
OG0010568,s5_000239-RA,ENSCPOP00000001324,ENSRNOP00000033583
OG0010569,s5_000236-RA,ENSCPOP00000001528,ENSRNOP00000020672
OG0010570,s5_000235-RA,ENSCPOP00000010118,ENSRNOP00000020244
OG0010571,s5_000233-RA,ENSCPOP00000007320,ENSRNOP00000019756
OG0010572,s5_000230-RA,ENSCPOP00000008247,ENSRNOP00000047176
OG0010573,s5_000228-RA,ENSCPOP00000006789,ENSRNOP00000019389
OG0010574,s6_000804-RA,ENSCPOP00000004552,ENSRNOP00000043053
OG0010575,s5_000225-RA,ENSCPOP00000011853,ENSRNOP00000019089
OG0010576,s5_000224-RA,ENSCPOP00000003226,ENSRNOP00000018739
OG0010577,s5_000221-RA,ENSCPOP00000019359,ENSRNOP00000024067
OG0010578,s5_000220-RA,ENSCPOP00000010542,ENSRNOP00000024122
OG0010579,s5_000219-RA,ENSCPOP00000010552,ENSRNOP00000024174
OG0010580,s5_000218-RA,ENSCPOP00000013425,ENSRNOP00000024206
OG0010581,s5_000217-RA,ENSCPOP00000011326,ENSRNOP00000024323
OG0010582,s5_000216-RA,ENSCPOP00000019557,ENSRNOP00000024458
OG0010583,s5_000212-RA,ENSCPOP00000011943,ENSRNOP00000067055
OG0010584,s5_000211-RA,ENSCPOP00000008463,ENSRNOP00000067149
OG0010585,s5_000210-RA,ENSCPOP00000002649,ENSRNOP00000024021
OG0010586,s5_000208-RA,ENSCPOP00000018940,ENSRNOP00000023140
OG0010587,s5_000206-RA,ENSCPOP00000007936,ENSRNOP00000065520
OG0010589,s5_000202-RA,ENSCPOP00000000321,ENSRNOP00000060386
OG0010590,s5_000199-RA,ENSCPOP00000015791,ENSRNOP00000030625
OG0010591,s5_000196-RA,ENSCPOP00000004766,ENSRNOP00000022244
OG0010592,s5_000195-RA,ENSCPOP00000004773,ENSRNOP00000021751
OG0010593,s5_000191-RA,ENSCPOP00000007163,ENSRNOP00000034823
OG0010594,s5_000182-RA,ENSCPOP00000012295,ENSRNOP00000023412
OG0010595,s5_000180-RA,ENSCPOP00000001750,ENSRNOP00000023519
OG0010596,s5_000178-RA,ENSCPOP00000003185,ENSRNOP00000060289
OG0010597,s5_000177-RA,ENSCPOP00000021095,ENSRNOP00000023787
OG0010598,s5_000176-RA,ENSCPOP00000001771,ENSRNOP00000024196
OG0010599,s5_000175-RA,ENSCPOP00000019638,ENSRNOP00000035601
OG0010600,s5_000174-RA,ENSCPOP00000013285,ENSRNOP00000024536
OG0010601,s5_000173-RA,ENSCPOP00000005759,ENSRNOP00000056326
OG0010602,s5_000172-RA,ENSCPOP00000020345,ENSRNOP00000024878
OG0010603,s5_000170-RA,ENSCPOP00000007194,ENSRNOP00000025389
OG0010604,s5_000169-RA,ENSCPOP00000007200,ENSRNOP00000048390
OG0010606,s5_000167-RA,ENSCPOP00000005326,ENSRNOP00000022329
OG0010609,s5_000162-RA,ENSCPOP00000011339,ENSRNOP00000023241
OG0010610,s5_000155-RA,ENSCPOP00000018583,ENSRNOP00000023054
OG0010611,s5_000143-RA,ENSCPOP00000016713,ENSRNOP00000070024
OG0010612,s5_000114-RA,ENSCPOP00000001236,ENSRNOP00000056159
OG0010613,s5_000107-RA,ENSCPOP00000008030,ENSRNOP00000023648
OG0010614,s5_000106-RA,ENSCPOP00000000917,ENSRNOP00000060068
OG0010615,s5_000104-RA,ENSCPOP00000010432,ENSRNOP00000000976
OG0010616,s1_000599-RA,ENSCPOP00000004118,ENSRNOP00000055358
OG0010617,s1_000597-RA,ENSCPOP00000008726,ENSRNOP00000003901
OG0010618,s1_000596-RA,ENSCPOP00000008739,ENSRNOP00000003812
OG0010619,s1_000595-RA,ENSCPOP00000008741,ENSRNOP00000034445
OG0010620,s1_000594-RA,ENSCPOP00000013823,ENSRNOP00000003774
OG0010621,s1_000592-RA,ENSCPOP00000013537,ENSRNOP00000003650
OG0010622,s1_000585-RA,ENSCPOP00000013829,ENSRNOP00000005768
OG0010623,s1_000584-RA,ENSCPOP00000013831,ENSRNOP00000005719
OG0010624,s1_000583-RA,ENSCPOP00000013832,ENSRNOP00000005611
OG0010626,s1_000581-RA,ENSCPOP00000007082,ENSRNOP00000070036
OG0010628,s1_000577-RA,ENSCPOP00000020991,ENSRNOP00000005090
OG0010629,s1_000575-RA,ENSCPOP00000004540,ENSRNOP00000005060
OG0010630,s1_000574-RA,ENSCPOP00000000076,ENSRNOP00000004986
OG0010631,s1_000573-RA,ENSCPOP00000002109,ENSRNOP00000004965
OG0010632,s1_000570-RA,ENSCPOP00000009640,ENSRNOP00000004394
OG0010633,s1_000566-RA,ENSCPOP00000003476,ENSRNOP00000004376
OG0010634,s1_000564-RA,ENSCPOP00000003478,ENSRNOP00000072356
OG0010635,s1_000561-RA,ENSCPOP00000012301,ENSRNOP00000004104
OG0010636,s1_000559-RA,ENSCPOP00000008924,ENSRNOP00000004083
OG0010637,s2_000136-RA,ENSCPOP00000016915,ENSRNOP00000004065
OG0010638,s1_000557-RA,ENSCPOP00000011208,ENSRNOP00000062131
OG0010639,s1_000553-RA,ENSCPOP00000003804,ENSRNOP00000003932
OG0010640,s1_000552-RA,ENSCPOP00000006610,ENSRNOP00000046014
OG0010641,s1_000551-RA,ENSCPOP00000021190,ENSRNOP00000003844
OG0010642,s1_000543-RA,ENSCPOP00000017422,ENSRNOP00000003461
OG0010643,s1_000542-RA,ENSCPOP00000013080,ENSRNOP00000004950
OG0010644,s1_000541-RA,ENSCPOP00000011213,ENSRNOP00000005148
OG0010645,s1_000537-RA,ENSCPOP00000001418,ENSRNOP00000068028
OG0010646,s1_000536-RA,ENSCPOP00000003661,ENSRNOP00000024545
OG0010647,s1_000531-RA,ENSCPOP00000008089,ENSRNOP00000014785
OG0010648,s1_000521-RA,ENSCPOP00000001547,ENSRNOP00000055641
OG0010649,s1_000519-RA,ENSCPOP00000007419,ENSRNOP00000025623
OG0010650,s1_000517-RA,ENSCPOP00000002027,ENSRNOP00000025828
OG0010651,s1_000515-RA,ENSCPOP00000006839,ENSRNOP00000024362
OG0010652,s1_000514-RA,ENSCPOP00000006837,ENSRNOP00000063022
OG0010653,s1_000512-RA,ENSCPOP00000006828,ENSRNOP00000024178
OG0010654,s1_000506-RA,ENSCPOP00000000113,ENSRNOP00000024016
OG0010655,s1_000500-RA,ENSCPOP00000002273,ENSRNOP00000019968
OG0010656,s1_000498-RA,ENSCPOP00000005274,ENSRNOP00000072043
OG0010657,s1_000491-RA,ENSCPOP00000005298,ENSRNOP00000035031
OG0010658,s1_000490-RA,ENSCPOP00000003624,ENSRNOP00000022462
OG0010659,s1_000488-RA,ENSCPOP00000005981,ENSRNOP00000022190
OG0010660,s1_000485-RA,ENSCPOP00000004482,ENSRNOP00000021801
OG0010661,s1_000483-RA,ENSCPOP00000004997,ENSRNOP00000024697
OG0010662,s1_000482-RA,ENSCPOP00000002463,ENSRNOP00000029919
OG0010663,s1_000480-RA,ENSCPOP00000014248,ENSRNOP00000024872
OG0010664,s1_000476-RA,ENSCPOP00000007625,ENSRNOP00000030751
OG0010665,s1_000474-RA,ENSCPOP00000007631,ENSRNOP00000020854
OG0010666,s1_000473-RA,ENSCPOP00000007634,ENSRNOP00000072847
OG0010667,s1_000472-RA,ENSCPOP00000002473,ENSRNOP00000021506
OG0010668,s1_000471-RA,ENSCPOP00000015938,ENSRNOP00000021919
OG0010669,s6_000762-RA,ENSCPOP00000019063,ENSRNOP00000071200
OG0010670,s5_001225-RA,ENSCPOP00000013118,ENSRNOP00000001893
OG0010671,s1_001431-RA,ENSCPOP00000012742,ENSRNOP00000001485
OG0010672,s1_001430-RA,ENSCPOP00000012743,ENSRNOP00000001486
OG0010674,s1_001424-RA,ENSCPOP00000016590,ENSRNOP00000001498
OG0010675,s1_001423-RA,ENSCPOP00000012752,ENSRNOP00000001499
OG0010676,s1_001419-RA,ENSCPOP00000008250,ENSRNOP00000067032
OG0010677,s1_001418-RA,ENSCPOP00000003204,ENSRNOP00000001507
OG0010678,s1_001417-RA,ENSCPOP00000015768,ENSRNOP00000033432
OG0010679,s1_001413-RA,ENSCPOP00000014102,ENSRNOP00000001508
OG0010680,s1_001407-RA,ENSCPOP00000000355,ENSRNOP00000029070
OG0010681,s1_001406-RA,ENSCPOP00000000357,ENSRNOP00000001517
OG0010682,s1_001405-RA,ENSCPOP00000016687,ENSRNOP00000001518
OG0010683,s1_001401-RA,ENSCPOP00000011120,ENSRNOP00000001525
OG0010684,s1_001399-RA,ENSCPOP00000005790,ENSRNOP00000001545
OG0010685,s1_001396-RA,ENSCPOP00000006141,ENSRNOP00000001539
OG0010686,s1_001394-RA,ENSCPOP00000006148,ENSRNOP00000001547
OG0010687,s1_001393-RA,ENSCPOP00000011094,ENSRNOP00000063855
OG0010688,s1_001392-RA,ENSCPOP00000011100,ENSRNOP00000001591
OG0010689,s1_001389-RA,ENSCPOP00000012952,ENSRNOP00000072503
OG0010690,s1_001388-RA,ENSCPOP00000013906,ENSRNOP00000001556
OG0010691,s1_001387-RA,ENSCPOP00000002201,ENSRNOP00000001562
OG0010692,s1_001383-RA,ENSCPOP00000006525,ENSRNOP00000001565
OG0010693,s1_001382-RA,ENSCPOP00000006530,ENSRNOP00000050415
OG0010694,s1_001381-RA,ENSCPOP00000006532,ENSRNOP00000001570
OG0010695,s1_001375-RA,ENSCPOP00000004190,ENSRNOP00000001664
OG0010696,s1_001369-RA,ENSCPOP00000007341,ENSRNOP00000069135
OG0010697,s1_001367-RA,ENSCPOP00000007336,ENSRNOP00000039607
OG0010698,s1_001364-RA,ENSCPOP00000001210,ENSRNOP00000000888
OG0010699,s1_001363-RA,ENSCPOP00000017020,ENSRNOP00000000889
OG0010700,s1_001362-RA,ENSCPOP00000009874,ENSRNOP00000000890
OG0010701,s1_001360-RA,ENSCPOP00000009852,ENSRNOP00000073778
OG0010702,s1_001358-RA,ENSCPOP00000015800,ENSRNOP00000000893
OG0010703,s1_001357-RA,ENSCPOP00000017011,ENSRNOP00000071851
OG0010704,s1_001356-RA,ENSCPOP00000000847,ENSRNOP00000061358
OG0010705,s1_001354-RA,ENSCPOP00000020200,ENSRNOP00000065635
OG0010706,s1_001352-RA,ENSCPOP00000010242,ENSRNOP00000066021
OG0010707,s1_001351-RA,ENSCPOP00000020499,ENSRNOP00000064795
OG0010708,s1_001350-RA,ENSCPOP00000003515,ENSRNOP00000001588
OG0010709,s1_001349-RA,ENSCPOP00000016450,ENSRNOP00000001586
OG0010710,s1_001347-RA,ENSCPOP00000005495,ENSRNOP00000001581
OG0010711,s1_001346-RA,ENSCPOP00000011573,ENSRNOP00000001577
OG0010712,s1_001340-RA,ENSCPOP00000011581,ENSRNOP00000001595
OG0010715,s1_001329-RA,ENSCPOP00000020696,ENSRNOP00000055115
OG0010717,s1_001326-RA,ENSCPOP00000007203,ENSRNOP00000076289
OG0010718,s1_001324-RA,ENSCPOP00000019622,ENSRNOP00000069288
OG0010719,s1_001323-RA,ENSCPOP00000011067,ENSRNOP00000065967
OG0010720,s1_001322-RA,ENSCPOP00000019181,ENSRNOP00000064961
OG0010721,s1_001321-RA,ENSCPOP00000003538,ENSRNOP00000055035
OG0010722,s1_001319-RA,ENSCPOP00000006586,ENSRNOP00000001764
OG0010723,s1_001315-RA,ENSCPOP00000000636,ENSRNOP00000001779
OG0010724,s8_002034-RA,ENSCPOP00000009701,ENSRNOP00000075701
OG0010725,s8_002031-RA,ENSCPOP00000008674,ENSRNOP00000066545
OG0010726,s8_002029-RA,ENSCPOP00000008775,ENSRNOP00000024812
OG0010727,s8_002028-RA,ENSCPOP00000011110,ENSRNOP00000037698
OG0010728,s8_002024-RA,ENSCPOP00000009692,ENSRNOP00000024993
OG0010729,s8_002023-RA,ENSCPOP00000009688,ENSRNOP00000025241
OG0010731,s8_002021-RA,ENSCPOP00000002447,ENSRNOP00000044951
OG0010732,s8_002019-RA,ENSCPOP00000011142,ENSRNOP00000031579
OG0010733,s8_002018-RA,ENSCPOP00000011135,ENSRNOP00000026293
OG0010734,s8_002016-RA,ENSCPOP00000011124,ENSRNOP00000026481
OG0010735,s8_002010-RA,ENSCPOP00000005800,ENSRNOP00000060468
OG0010736,s8_002008-RA,ENSCPOP00000020212,ENSRNOP00000005514
OG0010737,s8_002007-RA,ENSCPOP00000003312,ENSRNOP00000005516
OG0010738,s8_002005-RA,ENSCPOP00000002029,ENSRNOP00000005646
OG0010739,s8_002004-RA,ENSCPOP00000014636,ENSRNOP00000005934
OG0010740,s8_001998-RA,ENSCPOP00000015213,ENSRNOP00000006160
OG0010741,s8_001997-RA,ENSCPOP00000013148,ENSRNOP00000006542
OG0010742,s8_001996-RA,ENSCPOP00000013513,ENSRNOP00000006827
OG0010743,s8_001995-RA,ENSCPOP00000013512,ENSRNOP00000006911
OG0010744,s8_001994-RA,ENSCPOP00000013144,ENSRNOP00000008355
OG0010745,s8_001993-RA,ENSCPOP00000013139,ENSRNOP00000008788
OG0010746,s8_001992-RA,ENSCPOP00000013137,ENSRNOP00000009150
OG0010747,s8_001991-RA,ENSCPOP00000019444,ENSRNOP00000032548
OG0010748,s8_001990-RA,ENSCPOP00000008154,ENSRNOP00000009313
OG0010749,s8_001983-RA,ENSCPOP00000018754,ENSRNOP00000060720
OG0010750,s8_001982-RA,ENSCPOP00000010066,ENSRNOP00000074700
OG0010751,s8_001981-RA,ENSCPOP00000019544,ENSRNOP00000010332
OG0010752,s8_001980-RA,ENSCPOP00000013071,ENSRNOP00000074795
OG0010753,s8_001979-RA,ENSCPOP00000013070,ENSRNOP00000010690
OG0010754,s8_001977-RA,ENSCPOP00000009862,ENSRNOP00000011281
OG0010755,s8_001974-RA,ENSCPOP00000004759,ENSRNOP00000075569
OG0010756,s8_001973-RA,ENSCPOP00000018776,ENSRNOP00000063743
OG0010757,s8_001968-RA,ENSCPOP00000008519,ENSRNOP00000054173
OG0010758,s8_001967-RA,ENSCPOP00000016963,ENSRNOP00000054618
OG0010759,s8_001966-RA,ENSCPOP00000010643,ENSRNOP00000074509
OG0010760,s8_001963-RA,ENSCPOP00000007019,ENSRNOP00000014044
OG0010761,s8_001962-RA,ENSCPOP00000007015,ENSRNOP00000015627
OG0010762,s8_001961-RA,ENSCPOP00000012086,ENSRNOP00000053641
OG0010763,s8_001958-RA,ENSCPOP00000017839,ENSRNOP00000044499
OG0010764,s8_001956-RA,ENSCPOP00000003098,ENSRNOP00000029870
OG0010765,s8_001954-RA,ENSCPOP00000001917,ENSRNOP00000066572
OG0010766,s8_001953-RA,ENSCPOP00000004629,ENSRNOP00000064741
OG0010767,s8_001952-RA,ENSCPOP00000000315,ENSRNOP00000000831
OG0010768,s8_001951-RA,ENSCPOP00000000314,ENSRNOP00000000828
OG0010769,s8_001950-RA,ENSCPOP00000000313,ENSRNOP00000000826
OG0010770,s8_001946-RA,ENSCPOP00000004137,ENSRNOP00000065213
OG0010771,s4_001691-RA,ENSCPOP00000008816,ENSRNOP00000000898
OG0010772,s4_001693-RA,ENSCPOP00000012787,ENSRNOP00000070952
OG0010773,s4_001696-RA,ENSCPOP00000003327,ENSRNOP00000067708
OG0010774,s4_001699-RA,ENSCPOP00000018366,ENSRNOP00000072265
OG0010775,s4_001701-RA,ENSCPOP00000002842,ENSRNOP00000002550
OG0010776,s4_001702-RA,ENSCPOP00000002844,ENSRNOP00000002552
OG0010777,s4_001703-RA,ENSCPOP00000002845,ENSRNOP00000048427
OG0010778,s4_001704-RA,ENSCPOP00000002847,ENSRNOP00000002554
OG0010779,s4_001705-RA,ENSCPOP00000002852,ENSRNOP00000054562
OG0010780,s4_001708-RA,ENSCPOP00000011619,ENSRNOP00000002558
OG0010781,s4_001711-RA,ENSCPOP00000000726,ENSRNOP00000002511
OG0010782,s4_001712-RA,ENSCPOP00000007438,ENSRNOP00000047410
OG0010783,s4_001715-RA,ENSCPOP00000019055,ENSRNOP00000000313
OG0010784,s4_001717-RA,ENSCPOP00000004142,ENSRNOP00000000308
OG0010785,s4_001718-RA,ENSCPOP00000014163,ENSRNOP00000046863
OG0010786,s4_001719-RA,ENSCPOP00000001585,ENSRNOP00000000306
OG0010787,s4_001723-RA,ENSCPOP00000015772,ENSRNOP00000065376
OG0010788,s4_001725-RA,ENSCPOP00000018166,ENSRNOP00000066879
OG0010789,s4_001726-RA,ENSCPOP00000002058,ENSRNOP00000067081
OG0010790,s4_001727-RA,ENSCPOP00000002061,ENSRNOP00000066206
OG0010791,s4_001728-RA,ENSCPOP00000002065,ENSRNOP00000064048
OG0010792,s4_001730-RA,ENSCPOP00000016022,ENSRNOP00000043041
OG0010793,s4_001732-RA,ENSCPOP00000011276,ENSRNOP00000002597
OG0010795,s4_001734-RA,ENSCPOP00000004011,ENSRNOP00000043148
OG0010796,s4_001735-RA,ENSCPOP00000013160,ENSRNOP00000047113
OG0010797,s4_001737-RA,ENSCPOP00000002681,ENSRNOP00000002581
OG0010798,s4_001739-RA,ENSCPOP00000002688,ENSRNOP00000044510
OG0010799,s4_001740-RA,ENSCPOP00000002691,ENSRNOP00000002579
OG0010800,s4_001741-RA,ENSCPOP00000000509,ENSRNOP00000040329
OG0010801,s4_001743-RA,ENSCPOP00000019274,ENSRNOP00000041517
OG0010802,s4_001745-RA,ENSCPOP00000001719,ENSRNOP00000002574
OG0010803,s4_001747-RA,ENSCPOP00000008847,ENSRNOP00000004931
OG0010804,s4_001748-RA,ENSCPOP00000001024,ENSRNOP00000072722
OG0010805,s4_001749-RA,ENSCPOP00000012093,ENSRNOP00000054476
OG0010806,s4_001752-RA,ENSCPOP00000006138,ENSRNOP00000040746
OG0010807,s4_001753-RA,ENSCPOP00000014590,ENSRNOP00000002540
OG0010808,s4_001754-RA,ENSCPOP00000021002,ENSRNOP00000040753
OG0010809,s4_001757-RA,ENSCPOP00000011740,ENSRNOP00000002533
OG0010810,s4_001758-RA,ENSCPOP00000014729,ENSRNOP00000002530
OG0010811,s4_001759-RA,ENSCPOP00000001640,ENSRNOP00000002524
OG0010812,s4_001762-RA,ENSCPOP00000005926,ENSRNOP00000002546
OG0010813,s4_001764-RA,ENSCPOP00000005663,ENSRNOP00000024096
OG0010814,s4_001765-RA,ENSCPOP00000005664,ENSRNOP00000027989
OG0010815,s4_001766-RA,ENSCPOP00000005669,ENSRNOP00000027965
OG0010816,s4_001768-RA,ENSCPOP00000001433,ENSRNOP00000071482
OG0010817,s4_001770-RA,ENSCPOP00000000235,ENSRNOP00000041451
OG0010818,s4_001771-RA,ENSCPOP00000020024,ENSRNOP00000037248
OG0010819,s4_001772-RA,ENSCPOP00000012697,ENSRNOP00000056826
OG0010821,s1_002221-RA,ENSCPOP00000005849,ENSRNOP00000027593
OG0010822,s2_001877-RA,ENSCPOP00000007655,ENSRNOP00000027439
OG0010823,s2_001880-RA,ENSCPOP00000017135,ENSRNOP00000056893
OG0010824,s2_001881-RA,ENSCPOP00000015090,ENSRNOP00000027353
OG0010825,s2_001884-RA,ENSCPOP00000014676,ENSRNOP00000056900
OG0010826,s2_001885-RA,ENSCPOP00000002165,ENSRNOP00000036902
OG0010827,s2_001886-RA,ENSCPOP00000002166,ENSRNOP00000027169
OG0010828,s2_001887-RA,ENSCPOP00000002169,ENSRNOP00000027121
OG0010829,s2_001888-RA,ENSCPOP00000002172,ENSRNOP00000027083
OG0010830,s2_001889-RA,ENSCPOP00000018432,ENSRNOP00000026971
OG0010831,s2_001890-RA,ENSCPOP00000018165,ENSRNOP00000026921
OG0010833,s2_001891-RA,ENSCPOP00000013766,ENSRNOP00000026697
OG0010834,s2_001892-RA,ENSCPOP00000013769,ENSRNOP00000035846
OG0010835,s2_001893-RA,ENSCPOP00000017224,ENSRNOP00000026676
OG0010836,s2_001894-RA,ENSCPOP00000000700,ENSRNOP00000026641
OG0010837,s2_001895-RA,ENSCPOP00000009054,ENSRNOP00000020363
OG0010838,s2_001897-RA,ENSCPOP00000009062,ENSRNOP00000026518
OG0010839,s2_001898-RA,ENSCPOP00000000696,ENSRNOP00000026395
OG0010840,s2_001900-RA,ENSCPOP00000009068,ENSRNOP00000015206
OG0010841,s2_001901-RA,ENSCPOP00000009070,ENSRNOP00000026139
OG0010842,s2_001902-RA,ENSCPOP00000007061,ENSRNOP00000000246
OG0010843,s2_001903-RA,ENSCPOP00000002420,ENSRNOP00000025494
OG0010844,s2_001904-RA,ENSCPOP00000016791,ENSRNOP00000025451
OG0010845,s2_001905-RA,ENSCPOP00000003837,ENSRNOP00000025434
OG0010846,s2_001919-RA,ENSCPOP00000009372,ENSRNOP00000024072
OG0010847,s2_001920-RA,ENSCPOP00000009387,ENSRNOP00000061431
OG0010848,s2_001921-RA,ENSCPOP00000012651,ENSRNOP00000031949
