ORTHOGROUPS,CAPYBARA ID,GUINEA PIG ID
OG0007178,s8_002112-RA,ENSCPOP00000002103
OG0007179,s8_002111-RA,ENSCPOP00000015263
OG0007180,s8_002105-RA,ENSCPOP00000008507
OG0007181,s8_002102-RA,ENSCPOP00000006928
OG0007182,s8_002101-RA,ENSCPOP00000018472
OG0007183,s8_002100-RA,ENSCPOP00000006913
OG0007184,s8_002099-RA,ENSCPOP00000003470
OG0007185,s8_002098-RA,ENSCPOP00000021122
OG0007186,s8_002097-RA,ENSCPOP00000004041
OG0007187,s8_002096-RA,ENSCPOP00000004123
OG0007188,s8_002095-RA,ENSCPOP00000017773
OG0007189,s8_002093-RA,ENSCPOP00000019537
OG0007190,s8_002092-RA,ENSCPOP00000009521
OG0007191,s8_002091-RA,ENSCPOP00000020668
OG0007192,s8_002090-RA,ENSCPOP00000012650
OG0007193,s8_002089-RA,ENSCPOP00000012647
OG0007194,s8_002088-RA,ENSCPOP00000012641
OG0007195,s8_002085-RA,ENSCPOP00000019313
OG0007196,s8_002084-RA,ENSCPOP00000010868
OG0007197,s8_002083-RA,ENSCPOP00000010863
OG0007198,s8_002082-RA,ENSCPOP00000010857
OG0007199,s8_002080-RA,ENSCPOP00000020724
OG0007200,s8_002079-RA,ENSCPOP00000010848
OG0007201,s8_002076-RA,ENSCPOP00000010841
OG0007202,s8_002075-RA,ENSCPOP00000014817
OG0007203,s8_002072-RA,ENSCPOP00000018036
OG0007204,s8_002071-RA,ENSCPOP00000015129
OG0007205,s8_002070-RA,ENSCPOP00000013015
OG0007206,s8_002069-RA,ENSCPOP00000018284
OG0007207,s8_002068-RA,ENSCPOP00000006846
OG0007208,s8_002064-RA,ENSCPOP00000013075
OG0007209,s8_002062-RA,ENSCPOP00000018624
OG0007210,s2_001112-RA,ENSCPOP00000003290
OG0007211,s2_001113-RA,ENSCPOP00000000201
OG0007212,s2_001119-RA,ENSCPOP00000001443
OG0007213,s2_001120-RA,ENSCPOP00000018355
OG0007214,s2_001121-RA,ENSCPOP00000008252
OG0007215,s2_001122-RA,ENSCPOP00000016345
OG0007216,s2_001123-RA,ENSCPOP00000006160
OG0007217,s2_001124-RA,ENSCPOP00000020242
OG0007218,s2_001125-RA,ENSCPOP00000020156
OG0007219,s2_001126-RA,ENSCPOP00000015551
OG0007220,s2_001127-RA,ENSCPOP00000003171
OG0007221,s2_001128-RA,ENSCPOP00000002634
OG0007222,s2_001129-RA,ENSCPOP00000011523
OG0007223,s2_001131-RA,ENSCPOP00000012806
OG0007224,s2_001132-RA,ENSCPOP00000017570
OG0007225,s2_001134-RA,ENSCPOP00000016321
OG0007226,s2_001135-RA,ENSCPOP00000011346
OG0007227,s2_001136-RA,ENSCPOP00000006371
OG0007228,s2_001137-RA,ENSCPOP00000010504
OG0007229,s2_001138-RA,ENSCPOP00000010469
OG0007230,s2_001139-RA,ENSCPOP00000010499
OG0007231,s2_001140-RA,ENSCPOP00000010459
OG0007232,s2_001141-RA,ENSCPOP00000011738
OG0007233,s2_001142-RA,ENSCPOP00000010454
OG0007234,s2_001143-RA,ENSCPOP00000010451
OG0007235,s2_001145-RA,ENSCPOP00000014694
OG0007236,s2_001146-RA,ENSCPOP00000013136
OG0007237,s2_001147-RA,ENSCPOP00000007888
OG0007238,s2_001151-RA,ENSCPOP00000015956
OG0007239,s2_001154-RA,ENSCPOP00000013912
OG0007240,s2_001156-RA,ENSCPOP00000003592
OG0007241,s2_001157-RA,ENSCPOP00000018392
OG0007242,s2_001158-RA,ENSCPOP00000008989
OG0007243,s2_001161-RA,ENSCPOP00000017735
OG0007244,s2_001162-RA,ENSCPOP00000006885
OG0007245,s2_001163-RA,ENSCPOP00000017574
OG0007246,s2_001164-RA,ENSCPOP00000000008
OG0007247,s2_001165-RA,ENSCPOP00000013580
OG0007248,s2_001166-RA,ENSCPOP00000013164
OG0007249,s2_001167-RA,ENSCPOP00000017369
OG0007250,s2_001168-RA,ENSCPOP00000013678
OG0007251,s2_001172-RA,ENSCPOP00000013509
OG0007252,s2_001173-RA,ENSCPOP00000007760
OG0007253,s6_000687-RA,ENSCPOP00000006176
OG0007254,s2_001176-RA,ENSCPOP00000006849
OG0007255,s2_001177-RA,ENSCPOP00000002938
OG0007256,s1_001608-RA,ENSCPOP00000003979
OG0007257,s2_001182-RA,ENSCPOP00000013298
OG0007258,s2_001183-RA,ENSCPOP00000006799
OG0007259,s2_001184-RA,ENSCPOP00000021104
OG0007260,s2_001185-RA,ENSCPOP00000017009
OG0007261,s2_001186-RA,ENSCPOP00000007586
OG0007262,s2_001187-RA,ENSCPOP00000008973
OG0007263,s2_001188-RA,ENSCPOP00000008970
OG0007264,s2_001189-RA,ENSCPOP00000017756
OG0007265,s2_001190-RA,ENSCPOP00000011888
OG0007266,s2_001191-RA,ENSCPOP00000016492
OG0007267,s2_001194-RA,ENSCPOP00000014311
OG0007268,s2_001195-RA,ENSCPOP00000011660
OG0007269,s2_001196-RA,ENSCPOP00000016668
OG0007270,s2_001197-RA,ENSCPOP00000014610
OG0007271,s2_001198-RA,ENSCPOP00000017829
OG0007272,s2_001199-RA,ENSCPOP00000015486
OG0007273,s2_001202-RA,ENSCPOP00000001621
OG0007274,s2_001204-RA,ENSCPOP00000019788
OG0007275,s2_001205-RA,ENSCPOP00000015794
OG0007276,s2_001206-RA,ENSCPOP00000000263
OG0007277,s2_001207-RA,ENSCPOP00000005254
OG0007278,s2_001208-RA,ENSCPOP00000013455
OG0007279,s2_001209-RA,ENSCPOP00000002523
OG0007280,s2_001210-RA,ENSCPOP00000009800
OG0007281,s2_001211-RA,ENSCPOP00000003886
OG0007282,s2_001212-RA,ENSCPOP00000004525
OG0007283,s2_001214-RA,ENSCPOP00000016343
OG0007284,s2_001215-RA,ENSCPOP00000010339
OG0007285,s8_001692-RA,ENSCPOP00000020234
OG0007286,s8_001694-RA,ENSCPOP00000017199
OG0007287,s8_001696-RA,ENSCPOP00000002927
OG0007288,s8_001697-RA,ENSCPOP00000016164
OG0007289,s6_002421-RA,ENSCPOP00000009663
OG0007290,s8_001699-RA,ENSCPOP00000004624
OG0007291,s8_001700-RA,ENSCPOP00000011364
OG0007292,s8_001701-RA,ENSCPOP00000012579
OG0007293,s8_001702-RA,ENSCPOP00000012576
OG0007294,s8_001703-RA,ENSCPOP00000012572
OG0007295,s8_001704-RA,ENSCPOP00000001141
OG0007296,s8_001705-RA,ENSCPOP00000016871
OG0007297,s8_001707-RA,ENSCPOP00000017204
OG0007298,s8_001708-RA,ENSCPOP00000018821
OG0007299,s8_001709-RA,ENSCPOP00000017396
OG0007300,s8_001710-RA,ENSCPOP00000013224
OG0007301,s8_001711-RA,ENSCPOP00000014666
OG0007302,s8_001712-RA,ENSCPOP00000013223
OG0007303,s8_001713-RA,ENSCPOP00000015708
OG0007304,s8_001714-RA,ENSCPOP00000018956
OG0007305,s8_001715-RA,ENSCPOP00000020942
OG0007306,s8_001716-RA,ENSCPOP00000017127
OG0007307,s7_000330-RA,ENSCPOP00000015828
OG0007308,s2_002638-RA,ENSCPOP00000013956
OG0007309,s2_002639-RA,ENSCPOP00000017643
OG0007310,s2_002640-RA,ENSCPOP00000014135
OG0007311,s2_002641-RA,ENSCPOP00000014136
OG0007312,s2_002642-RA,ENSCPOP00000017895
OG0007313,s2_002644-RA,ENSCPOP00000020556
OG0007314,s2_002645-RA,ENSCPOP00000017336
OG0007315,s2_002646-RA,ENSCPOP00000014778
OG0007316,s2_002647-RA,ENSCPOP00000003575
OG0007317,s2_002649-RA,ENSCPOP00000007878
OG0007318,s3_001145-RA,ENSCPOP00000019763
OG0007319,s3_001146-RA,ENSCPOP00000000510
OG0007320,s3_001147-RA,ENSCPOP00000010855
OG0007321,s3_001148-RA,ENSCPOP00000010539
OG0007322,s3_001151-RA,ENSCPOP00000018219
OG0007323,s3_001155-RA,ENSCPOP00000000485
OG0007324,s3_001157-RA,ENSCPOP00000000481
OG0007325,s3_001163-RA,ENSCPOP00000005342
OG0007326,s3_001164-RA,ENSCPOP00000021239
OG0007327,s3_001170-RA,ENSCPOP00000003298
OG0007328,s3_001173-RA,ENSCPOP00000004597
OG0007329,s3_001174-RA,ENSCPOP00000009836
OG0007330,s3_001176-RA,ENSCPOP00000004187
OG0007331,s3_001177-RA,ENSCPOP00000019243
OG0007332,s3_001183-RA,ENSCPOP00000020960
OG0007333,s3_001179-RA,ENSCPOP00000018095
OG0007334,s3_001180-RA,ENSCPOP00000015189
OG0007335,s3_001182-RA,ENSCPOP00000006285
OG0007336,s3_001192-RA,ENSCPOP00000008498
OG0007337,s3_001195-RA,ENSCPOP00000013067
OG0007338,s3_001198-RA,ENSCPOP00000003048
OG0007339,s3_001199-RA,ENSCPOP00000011032
OG0007340,s2_000538-RA,ENSCPOP00000019477
OG0007341,s3_001208-RA,ENSCPOP00000018820
OG0007342,s3_001209-RA,ENSCPOP00000018275
OG0007343,s6_001425-RA,ENSCPOP00000001902
OG0007344,s6_001424-RA,ENSCPOP00000001900
OG0007345,s6_001420-RA,ENSCPOP00000013319
OG0007346,s6_001418-RA,ENSCPOP00000007087
OG0007347,s6_001415-RA,ENSCPOP00000007084
OG0007348,s6_001410-RA,ENSCPOP00000016709
OG0007349,s6_001409-RA,ENSCPOP00000006123
OG0007350,s6_001408-RA,ENSCPOP00000006074
OG0007351,s6_001406-RA,ENSCPOP00000004588
OG0007352,s6_001402-RA,ENSCPOP00000009610
OG0007353,s6_001401-RA,ENSCPOP00000013364
OG0007354,s6_001398-RA,ENSCPOP00000007555
OG0007355,s5_001311-RA,ENSCPOP00000000411
OG0007356,s5_001313-RA,ENSCPOP00000004203
OG0007357,s1_002232-RA,ENSCPOP00000017521
OG0007358,s6_001832-RA,ENSCPOP00000005113
OG0007359,s6_001833-RA,ENSCPOP00000003444
OG0007360,s6_001836-RA,ENSCPOP00000010248
OG0007361,s6_001837-RA,ENSCPOP00000004653
OG0007362,s6_001838-RA,ENSCPOP00000017901
OG0007363,s4_001991-RA,ENSCPOP00000007594
OG0007364,s4_001990-RA,ENSCPOP00000013230
OG0007365,s4_001986-RA,ENSCPOP00000009221
OG0007366,s4_001984-RA,ENSCPOP00000009209
OG0007367,s4_001979-RA,ENSCPOP00000004292
OG0007368,s4_001978-RA,ENSCPOP00000004294
OG0007369,s4_001977-RA,ENSCPOP00000010652
OG0007370,s5_000941-RA,ENSCPOP00000004502
OG0007371,s5_000945-RA,ENSCPOP00000021247
OG0007372,s5_000946-RA,ENSCPOP00000000665
OG0007373,s10_001497-RA,ENSCPOP00000000185
OG0007374,s5_000948-RA,ENSCPOP00000000184
OG0007375,s5_000951-RA,ENSCPOP00000003606
OG0007376,s5_000952-RA,ENSCPOP00000003603
OG0007377,s5_000956-RA,ENSCPOP00000011628
OG0007378,s5_000957-RA,ENSCPOP00000000216
OG0007379,s5_000960-RA,ENSCPOP00000006520
OG0007380,s7_001708-RA,ENSCPOP00000007245
OG0007381,s7_001710-RA,ENSCPOP00000011452
OG0007382,s7_001711-RA,ENSCPOP00000017575
OG0007383,s7_001712-RA,ENSCPOP00000009549
OG0007384,s7_001787-RA,ENSCPOP00000012505
OG0007385,s7_001788-RA,ENSCPOP00000016507
OG0007386,s7_001795-RA,ENSCPOP00000020370
OG0007387,s7_001789-RA,ENSCPOP00000015541
OG0007388,s7_001790-RA,ENSCPOP00000010047
OG0007389,s7_001791-RA,ENSCPOP00000021171
OG0007390,s7_001797-RA,ENSCPOP00000004388
OG0007391,s7_001798-RA,ENSCPOP00000004667
OG0007392,s7_001799-RA,ENSCPOP00000002362
OG0007393,s7_001801-RA,ENSCPOP00000010017
OG0007394,s7_001802-RA,ENSCPOP00000015353
OG0007395,s7_001803-RA,ENSCPOP00000003988
OG0007396,s7_001804-RA,ENSCPOP00000003985
OG0007397,s7_001805-RA,ENSCPOP00000012836
OG0007398,s7_001806-RA,ENSCPOP00000012833
OG0007399,s7_001807-RA,ENSCPOP00000019490
OG0007400,s7_001808-RA,ENSCPOP00000012829
OG0007401,s7_001809-RA,ENSCPOP00000014503
OG0007402,s7_001810-RA,ENSCPOP00000019677
OG0007403,s7_001816-RA,ENSCPOP00000017295
OG0007404,s7_001817-RA,ENSCPOP00000021232
OG0007405,s7_001818-RA,ENSCPOP00000020656
OG0007406,s7_001819-RA,ENSCPOP00000019768
OG0007407,s7_001821-RA,ENSCPOP00000008874
OG0007408,s7_001822-RA,ENSCPOP00000001584
OG0007409,s7_001823-RA,ENSCPOP00000001583
OG0007410,s7_001824-RA,ENSCPOP00000002829
OG0007411,s7_001826-RA,ENSCPOP00000005610
OG0007412,s7_001827-RA,ENSCPOP00000003836
OG0007413,s7_001829-RA,ENSCPOP00000005324
OG0007414,s7_001830-RA,ENSCPOP00000005323
OG0007415,s7_001831-RA,ENSCPOP00000009264
OG0007416,s7_001832-RA,ENSCPOP00000020839
OG0007417,s3_001978-RA,ENSCPOP00000019451
OG0007418,s3_001980-RA,ENSCPOP00000005423
OG0007419,s3_001982-RA,ENSCPOP00000021177
OG0007420,s3_001983-RA,ENSCPOP00000008335
OG0007421,s3_001984-RA,ENSCPOP00000008327
OG0007422,s3_001987-RA,ENSCPOP00000009931
OG0007423,s3_001988-RA,ENSCPOP00000015639
OG0007424,s3_001989-RA,ENSCPOP00000020303
OG0007425,s3_001990-RA,ENSCPOP00000015881
OG0007426,s3_001991-RA,ENSCPOP00000014333
OG0007427,s3_001992-RA,ENSCPOP00000013919
OG0007428,s3_001993-RA,ENSCPOP00000007463
OG0007429,s3_001994-RA,ENSCPOP00000017061
OG0007430,s3_001995-RA,ENSCPOP00000019874
OG0007431,s3_001996-RA,ENSCPOP00000014851
OG0007432,s3_001997-RA,ENSCPOP00000003698
OG0007433,s3_001998-RA,ENSCPOP00000003684
OG0007434,s3_001999-RA,ENSCPOP00000003683
OG0007435,s3_002000-RA,ENSCPOP00000018874
OG0007436,s3_002001-RA,ENSCPOP00000003678
OG0007437,s3_002002-RA,ENSCPOP00000019494
OG0007438,s3_002003-RA,ENSCPOP00000004242
OG0007439,s3_002004-RA,ENSCPOP00000019848
OG0007440,s3_002005-RA,ENSCPOP00000013655
OG0007441,s3_002006-RA,ENSCPOP00000008383
OG0007442,s3_002008-RA,ENSCPOP00000018299
OG0007443,s3_002009-RA,ENSCPOP00000012472
OG0007444,s3_002012-RA,ENSCPOP00000006912
OG0007445,s3_002014-RA,ENSCPOP00000006904
OG0007446,s3_002015-RA,ENSCPOP00000004126
OG0007447,s3_002016-RA,ENSCPOP00000004120
OG0007448,s3_002017-RA,ENSCPOP00000004116
OG0007449,s3_002018-RA,ENSCPOP00000012187
OG0007450,s3_002019-RA,ENSCPOP00000002087
OG0007451,s3_002022-RA,ENSCPOP00000006187
OG0007452,s3_002023-RA,ENSCPOP00000019141
OG0007453,s3_002028-RA,ENSCPOP00000002454
OG0007454,s3_002033-RA,ENSCPOP00000011270
OG0007455,s3_002037-RA,ENSCPOP00000007996
OG0007456,s8_002385-RA,ENSCPOP00000001446
OG0007457,s8_000266-RA,ENSCPOP00000008549
OG0007458,s8_002389-RA,ENSCPOP00000005289
OG0007459,s8_002390-RA,ENSCPOP00000007482
OG0007460,s8_002391-RA,ENSCPOP00000007480
OG0007461,s8_002392-RA,ENSCPOP00000003510
OG0007462,s8_002393-RA,ENSCPOP00000014512
OG0007463,s8_002394-RA,ENSCPOP00000004752
OG0007464,s8_002395-RA,ENSCPOP00000015804
OG0007465,s8_002396-RA,ENSCPOP00000011587
OG0007466,s8_002397-RA,ENSCPOP00000004750
OG0007467,s8_002398-RA,ENSCPOP00000000386
OG0007468,s8_002399-RA,ENSCPOP00000014713
OG0007469,s8_002400-RA,ENSCPOP00000009305
OG0007470,s8_002401-RA,ENSCPOP00000008144
OG0007471,s8_002402-RA,ENSCPOP00000008140
OG0007472,s8_002403-RA,ENSCPOP00000008134
OG0007473,s8_002404-RA,ENSCPOP00000015546
OG0007474,s8_002405-RA,ENSCPOP00000008133
OG0007475,s8_002407-RA,ENSCPOP00000003283
OG0007476,s8_002408-RA,ENSCPOP00000020334
OG0007477,s8_002409-RA,ENSCPOP00000012409
OG0007478,s8_002410-RA,ENSCPOP00000012405
OG0007479,s8_002411-RA,ENSCPOP00000011090
OG0007480,s8_002412-RA,ENSCPOP00000011081
OG0007481,s8_002416-RA,ENSCPOP00000018154
OG0007482,s8_002420-RA,ENSCPOP00000000627
OG0007483,s8_002423-RA,ENSCPOP00000003865
OG0007484,s8_002424-RA,ENSCPOP00000011266
OG0007485,s8_002425-RA,ENSCPOP00000015675
OG0007486,s8_002426-RA,ENSCPOP00000004410
OG0007487,s8_002428-RA,ENSCPOP00000013251
OG0007488,s8_002431-RA,ENSCPOP00000016298
OG0007489,s8_002432-RA,ENSCPOP00000003178
OG0007490,s8_002434-RA,ENSCPOP00000005389
OG0007491,s8_002435-RA,ENSCPOP00000014405
OG0007492,s8_002438-RA,ENSCPOP00000007048
OG0007493,s8_002439-RA,ENSCPOP00000017023
OG0007494,s8_002441-RA,ENSCPOP00000009046
OG0007495,s8_002444-RA,ENSCPOP00000009317
OG0007496,s8_002447-RA,ENSCPOP00000008536
OG0007497,s8_002448-RA,ENSCPOP00000018832
OG0007498,s1_002241-RA,ENSCPOP00000011776
OG0007499,s1_002239-RA,ENSCPOP00000017714
OG0007500,s1_002237-RA,ENSCPOP00000017383
OG0007501,s1_002236-RA,ENSCPOP00000014509
OG0007502,s2_002619-RA,ENSCPOP00000006639
OG0007503,s2_002628-RA,ENSCPOP00000006637
OG0007504,s2_002629-RA,ENSCPOP00000006628
OG0007505,s2_002630-RA,ENSCPOP00000012444
OG0007506,s2_002631-RA,ENSCPOP00000009585
OG0007507,s2_002632-RA,ENSCPOP00000015841
OG0007508,s2_002633-RA,ENSCPOP00000018757
OG0007509,s2_002634-RA,ENSCPOP00000009143
OG0007510,s2_002635-RA,ENSCPOP00000013176
OG0007511,s9_001715-RA,ENSCPOP00000013174
OG0007512,s5_001512-RA,ENSCPOP00000015504
OG0007513,s9_000722-RA,ENSCPOP00000003403
OG0007514,s9_000721-RA,ENSCPOP00000001442
OG0007515,s9_000720-RA,ENSCPOP00000012342
OG0007516,s9_000719-RA,ENSCPOP00000012344
OG0007517,s9_000718-RA,ENSCPOP00000016932
OG0007518,s9_000717-RA,ENSCPOP00000014592
OG0007519,s9_000716-RA,ENSCPOP00000005393
OG0007520,s9_000714-RA,ENSCPOP00000005603
OG0007521,s1_002230-RA,ENSCPOP00000003130
OG0007522,s9_000710-RA,ENSCPOP00000003132
OG0007523,s9_000709-RA,ENSCPOP00000003135
OG0007524,s9_000706-RA,ENSCPOP00000011038
OG0007525,s9_000705-RA,ENSCPOP00000011041
OG0007526,s9_000704-RA,ENSCPOP00000011045
OG0007527,s9_000703-RA,ENSCPOP00000000918
OG0007528,s9_000702-RA,ENSCPOP00000001107
OG0007529,s9_000700-RA,ENSCPOP00000019553
OG0007530,s9_000699-RA,ENSCPOP00000017553
OG0007531,s9_000698-RA,ENSCPOP00000015110
OG0007532,s9_000697-RA,ENSCPOP00000012008
OG0007533,s9_000696-RA,ENSCPOP00000012011
OG0007534,s9_000694-RA,ENSCPOP00000012012
OG0007535,s9_000693-RA,ENSCPOP00000020764
OG0007536,s9_000692-RA,ENSCPOP00000017440
OG0007537,s9_000691-RA,ENSCPOP00000001389
OG0007538,s9_000690-RA,ENSCPOP00000001390
OG0007539,s9_000689-RA,ENSCPOP00000001392
OG0007540,s9_000688-RA,ENSCPOP00000001393
OG0007541,s9_000687-RA,ENSCPOP00000001394
OG0007542,s9_000685-RA,ENSCPOP00000019032
OG0007543,s9_000684-RA,ENSCPOP00000017402
OG0007544,s9_000683-RA,ENSCPOP00000018454
OG0007545,s9_000681-RA,ENSCPOP00000002387
OG0007546,s9_000680-RA,ENSCPOP00000004888
OG0007547,s9_000677-RA,ENSCPOP00000015612
OG0007548,s9_000675-RA,ENSCPOP00000019888
OG0007549,s9_000674-RA,ENSCPOP00000013348
OG0007550,s9_000672-RA,ENSCPOP00000010789
OG0007551,s9_000671-RA,ENSCPOP00000010804
OG0007552,s9_000668-RA,ENSCPOP00000010827
OG0007553,s9_000667-RA,ENSCPOP00000010831
OG0007554,s9_000660-RA,ENSCPOP00000007847
OG0007555,s9_000659-RA,ENSCPOP00000001111
OG0007556,s9_000658-RA,ENSCPOP00000015548
OG0007557,s9_000657-RA,ENSCPOP00000000345
OG0007558,s9_000656-RA,ENSCPOP00000000347
OG0007559,s9_000655-RA,ENSCPOP00000000349
OG0007560,s9_000654-RA,ENSCPOP00000000351
OG0007561,s9_000653-RA,ENSCPOP00000000352
OG0007562,s9_000651-RA,ENSCPOP00000000360
OG0007563,s9_000650-RA,ENSCPOP00000000361
OG0007564,s9_000649-RA,ENSCPOP00000000363
OG0007565,s9_000648-RA,ENSCPOP00000016184
OG0007566,s9_000647-RA,ENSCPOP00000000365
OG0007567,s9_000645-RA,ENSCPOP00000000370
OG0007568,s9_000644-RA,ENSCPOP00000021200
OG0007569,s9_000642-RA,ENSCPOP00000018831
OG0007570,s9_000635-RA,ENSCPOP00000006272
OG0007571,s9_000632-RA,ENSCPOP00000012000
OG0007572,s9_000631-RA,ENSCPOP00000012151
OG0007573,s9_000630-RA,ENSCPOP00000002819
OG0007574,s9_000625-RA,ENSCPOP00000013146
OG0007575,s9_000622-RA,ENSCPOP00000012130
OG0007576,s9_000619-RA,ENSCPOP00000011402
OG0007577,s9_000615-RA,ENSCPOP00000008943
OG0007578,s8_002042-RA,ENSCPOP00000013609
OG0007579,s9_000614-RA,ENSCPOP00000015787
OG0007580,s9_000611-RA,ENSCPOP00000007743
OG0007581,s9_000609-RA,ENSCPOP00000007756
OG0007582,s9_000608-RA,ENSCPOP00000008011
OG0007583,s9_000607-RA,ENSCPOP00000017813
OG0007584,s9_000606-RA,ENSCPOP00000017150
OG0007585,s9_000603-RA,ENSCPOP00000016239
OG0007586,s9_000602-RA,ENSCPOP00000019460
OG0007587,s9_000598-RA,ENSCPOP00000000430
OG0007588,s9_000596-RA,ENSCPOP00000009037
OG0007589,s9_000594-RA,ENSCPOP00000006648
OG0007590,s9_000593-RA,ENSCPOP00000001172
OG0007591,s9_000592-RA,ENSCPOP00000017945
OG0007592,s9_000590-RA,ENSCPOP00000001174
OG0007593,s9_000589-RA,ENSCPOP00000003067
OG0007594,s9_000588-RA,ENSCPOP00000003073
OG0007595,s9_000587-RA,ENSCPOP00000008329
OG0007596,s9_000583-RA,ENSCPOP00000005536
OG0007597,s9_000580-RA,ENSCPOP00000009834
OG0007598,s9_000579-RA,ENSCPOP00000011173
OG0007599,s9_000578-RA,ENSCPOP00000013414
OG0007600,s9_000576-RA,ENSCPOP00000013419
OG0007601,s9_000575-RA,ENSCPOP00000013421
OG0007602,s9_000574-RA,ENSCPOP00000007503
OG0007603,s9_000573-RA,ENSCPOP00000007510
OG0007604,s9_000572-RA,ENSCPOP00000007513
OG0007605,s9_000571-RA,ENSCPOP00000007519
OG0007606,s9_000570-RA,ENSCPOP00000007654
OG0007607,s9_000567-RA,ENSCPOP00000005116
OG0007608,s9_000566-RA,ENSCPOP00000006121
OG0007609,s9_000564-RA,ENSCPOP00000016177
OG0007610,s9_000563-RA,ENSCPOP00000011144
OG0007611,s9_000562-RA,ENSCPOP00000013647
OG0007612,s9_000561-RA,ENSCPOP00000011615
OG0007613,s5_001046-RA,ENSCPOP00000017438
OG0007614,s5_001048-RA,ENSCPOP00000015126
OG0007615,s5_001051-RA,ENSCPOP00000019283
OG0007616,s5_001056-RA,ENSCPOP00000005356
OG0007617,s2_001725-RA,ENSCPOP00000008415
OG0007618,s2_001732-RA,ENSCPOP00000008573
OG0007619,s2_001733-RA,ENSCPOP00000007371
OG0007620,s2_001736-RA,ENSCPOP00000004990
OG0007621,s2_001737-RA,ENSCPOP00000011249
OG0007622,s3_002285-RA,ENSCPOP00000007905
OG0007623,s3_002286-RA,ENSCPOP00000016416
OG0007624,s3_002288-RA,ENSCPOP00000012746
OG0007625,s3_002292-RA,ENSCPOP00000004465
OG0007626,s3_002297-RA,ENSCPOP00000009424
OG0007627,s3_002298-RA,ENSCPOP00000006621
OG0007628,s3_002299-RA,ENSCPOP00000006601
OG0007629,s3_002300-RA,ENSCPOP00000012393
OG0007630,s4_002089-RA,ENSCPOP00000021072
OG0007631,s4_002090-RA,ENSCPOP00000019559
OG0007632,s4_002091-RA,ENSCPOP00000000209
OG0007633,s4_002097-RA,ENSCPOP00000010190
OG0007634,s4_002098-RA,ENSCPOP00000010185
OG0007635,s4_002100-RA,ENSCPOP00000011390
OG0007636,s4_002104-RA,ENSCPOP00000001679
OG0007637,s4_002105-RA,ENSCPOP00000001720
OG0007638,s4_002106-RA,ENSCPOP00000008819
OG0007639,s4_002108-RA,ENSCPOP00000008612
OG0007640,s5_000394-RA,ENSCPOP00000006053
OG0007641,s4_002113-RA,ENSCPOP00000013945
OG0007642,s4_002115-RA,ENSCPOP00000006867
OG0007643,s4_002116-RA,ENSCPOP00000016388
OG0007644,s4_002117-RA,ENSCPOP00000017455
OG0007645,s5_000744-RA,ENSCPOP00000014948
OG0007646,s5_000734-RA,ENSCPOP00000011931
OG0007647,s5_000728-RA,ENSCPOP00000004561
OG0007648,s5_000726-RA,ENSCPOP00000013306
OG0007649,s5_000725-RA,ENSCPOP00000009245
OG0007650,s5_000724-RA,ENSCPOP00000018218
OG0007651,s5_000723-RA,ENSCPOP00000006595
OG0007652,s5_000721-RA,ENSCPOP00000001749
OG0007653,s5_000720-RA,ENSCPOP00000009564
OG0007654,s5_000719-RA,ENSCPOP00000017442
OG0007655,s5_000718-RA,ENSCPOP00000012168
OG0007656,s5_000717-RA,ENSCPOP00000001143
OG0007657,s5_000716-RA,ENSCPOP00000001146
OG0007658,s5_000715-RA,ENSCPOP00000011108
OG0007659,s5_000710-RA,ENSCPOP00000013495
OG0007660,s5_000709-RA,ENSCPOP00000013499
OG0007661,s5_000706-RA,ENSCPOP00000016674
OG0007662,s5_000703-RA,ENSCPOP00000004716
OG0007663,s5_000702-RA,ENSCPOP00000000259
OG0007664,s5_000701-RA,ENSCPOP00000000260
OG0007665,s5_000699-RA,ENSCPOP00000000462
OG0007666,s5_000697-RA,ENSCPOP00000012963
OG0007667,s5_000695-RA,ENSCPOP00000010936
OG0007668,s5_000694-RA,ENSCPOP00000001060
OG0007669,s5_000693-RA,ENSCPOP00000001061
OG0007670,s5_000692-RA,ENSCPOP00000017998
OG0007671,s5_000689-RA,ENSCPOP00000010534
OG0007672,s5_000686-RA,ENSCPOP00000016313
OG0007673,s5_000682-RA,ENSCPOP00000018926
OG0007674,s5_000673-RA,ENSCPOP00000008717
OG0007675,s5_000671-RA,ENSCPOP00000008712
OG0007676,s5_000666-RA,ENSCPOP00000009632
OG0007677,s5_000665-RA,ENSCPOP00000015998
OG0007678,s5_000664-RA,ENSCPOP00000013191
OG0007679,s5_000663-RA,ENSCPOP00000013194
OG0007680,s5_000660-RA,ENSCPOP00000010377
OG0007681,s5_000656-RA,ENSCPOP00000000887
OG0007682,s5_000655-RA,ENSCPOP00000019757
OG0007683,s5_000652-RA,ENSCPOP00000002372
OG0007684,s5_000651-RA,ENSCPOP00000006831
OG0007685,s5_000650-RA,ENSCPOP00000002901
OG0007686,s5_000649-RA,ENSCPOP00000005130
OG0007687,s5_000648-RA,ENSCPOP00000005138
OG0007688,s5_000647-RA,ENSCPOP00000009616
OG0007689,s5_000640-RA,ENSCPOP00000013772
OG0007690,s5_000639-RA,ENSCPOP00000015658
OG0007691,s5_000638-RA,ENSCPOP00000017737
OG0007692,s5_000636-RA,ENSCPOP00000013516
OG0007693,s5_000634-RA,ENSCPOP00000013522
OG0007694,s5_000633-RA,ENSCPOP00000013525
